interaction_key,condition,relationship_raw,relationship,canonical_r,null_z,null_mean,null_std,T,D_features,cca_a_std,cca_b_std,cca_a_max_abs,cca_b_max_abs
V00_S0627_I00000379,naturalistic,familiar,familiar,0.5593923954664791,8.812634680116075,-0.008355086220832135,0.06442426156258564,4533,31,0.6677238428853861,0.7081703788177132,4.815403532217034,6.020120672061081
V00_S0627_I00000381,naturalistic,familiar,familiar,0.622433176397927,8.049783503541455,-0.004242172558610342,0.07784996313016805,2787,31,0.9567785941061328,0.7874449361689433,5.291417206928535,4.182457182069634
V00_S0627_I00000382,naturalistic,familiar,familiar,0.5299984351158675,9.70215721762772,-0.01304257342837325,0.05597116150185618,4616,31,0.6684563341482733,0.7968303569768364,3.739419525299857,5.797356978523573
V00_S0627_I00000384,naturalistic,familiar,familiar,0.457353191170321,6.239270804596035,-0.008600036798767174,0.0746807187189011,5866,31,0.8954810572215887,0.6813627391579045,6.314901305772464,3.224040891520069
V00_S0627_I00000385,naturalistic,familiar,familiar,0.7724665164822326,7.5636364807758545,0.01199123165310383,0.10054360581209763,1741,31,0.5767102863517278,0.665964953955929,3.424160905009812,3.711641339468793
V00_S0627_I00000503,naturalistic,familiar,familiar,0.610517930008819,8.089997337606633,-0.01156868701148009,0.07689577524686045,4288,31,0.7319037671201307,0.814896644149605,5.923582743991142,7.618932019083096
V00_S0691_I00000477,naturalistic,stranger,stranger,0.8086855761417838,8.392549100182455,0.01261064565433278,0.09485496253696558,1898,31,0.8176405603554863,0.3921467439917325,8.202466759001517,4.136905137898241
V00_S0691_I00000478,naturalistic,stranger,stranger,0.5635984523975217,9.437381123620241,-0.011372991194842412,0.06092489389384766,4008,31,0.6447876890804692,0.5686743219519224,3.489135573029652,5.682355557770096
V00_S0691_I00000481,naturalistic,stranger,stranger,0.6639455626958826,9.418845189522361,-0.002069118788564599,0.07071086402665691,3412,31,0.6323442856007006,0.6096344234841854,4.910647439261901,4.217987753032191
V00_S0691_I00000486,naturalistic,stranger,stranger,0.4313370980919942,6.1873203768333145,0.005474061220705231,0.0688283474807307,6898,31,0.8632154243727614,0.8571389276653018,5.663328503219499,8.677471741263291
V00_S0691_I00000489,naturalistic,stranger,stranger,0.8939168612811335,9.130384671545164,0.019626144530454623,0.09575617547368022,1440,31,0.5040762662004777,0.3683252767540534,3.9889764362673312,2.9976320918574415
V00_S0691_I00000495,naturalistic,stranger,stranger,0.46727513918642605,7.811435396111124,-0.00030550765387067386,0.05985847966854836,5936,31,0.5897253241189963,0.5364840794906834,2.7510623388622406,3.646712511807168
V00_S0691_I00000520,naturalistic,stranger,stranger,0.5294852948391564,7.260408745279801,0.012721363528132664,0.07117559760626241,4588,31,0.6881772821456132,0.64908345495283,4.490874007490944,5.767064061997928
